doc_id,chunk_id,question,answer,text,is_gold
ADBE/2008/page_89.pdf-2,3,berapa persentase perubahan dalam kewajiban bruto untuk manfaat pajak yang tidak diakui selama 2008 dibandingkan dengan 2007?,-30.9%,"Context: , jumlah gabungan bunga dan sanksi yang terakumulasi terkait posisi pajak yang diambil pada pengungkapan pajak kami dan termasuk dalam pajak penghasilan non - kuren yang harus dibayarkan adalah sekitar $ 153 juta. kami mengajukan laporan pajak penghasilan di as. di federal dan di banyak negara bagian yurisdiksi negara dan asing. kami tunduk pada pemeriksaan terus menerus dari laporan pajak penghasilan kami oleh irs dan otoritas pajak domestik dan asing lainnya. jurisdiksi pajak utama kami adalah as, irlandia dan california. untuk california, irlandia dan as, tahun fiskal pertama yang terbuka untuk pemeriksaan adalah 2001, 2002 dan 2005, masing - masing. pada agustus 2008, sebuah amerika serikat pemeriksaan pajak penghasilan yang mencakup tahun fiskal 2001 sampai 2004 telah selesai. pajak dan bunga yang terakumulasi terkait tahun ini adalah $ 1000 juta dan sebelumnya dilaporkan dalam pajak penghasilan jangka panjang yang harus dibayarkan. sehubungan dengan resolusi ini, kami meminta dan menerima persetujuan dari irs untuk mengembalikan penghasilan asing tertentu dengan cara bebas pajak, yang mengakibatkan pengurangan kewajiban pajak penghasilan tertunda jangka panjang kami sebesar $",False
ADBE/2008/page_89.pdf-2,4,berapa persentase perubahan dalam kewajiban bruto untuk manfaat pajak yang tidak diakui selama 2008 dibandingkan dengan 2007?,-30.9%,"Context: panjang yang harus dibayarkan. sehubungan dengan resolusi ini, kami meminta dan menerima persetujuan dari irs untuk mengembalikan penghasilan asing tertentu dengan cara bebas pajak, yang mengakibatkan pengurangan kewajiban pajak penghasilan tertunda jangka panjang kami sebesar $ 578 juta. bersama, kewajiban di neraca kita berkurang $ 1578 juta. juga pada bulan agustus 2008, kami membayar $ 800 juta seiring dengan resolusi yang disebutkan di atas, dikreditkan tambahan dibayarkan dalam modal $ 413 juta karena kami menggunakan atribut pajak tertentu yang terkait dengan pengurangan opsi saham, termasuk sebagian aset pajak tertunda tertentu yang tidak tercatat dalam laporan keuangan kami sesuai dengan sfas 123r dan melakukan penyesuaian individu lain yang tidak penting pada saldo pajak kami dengan total $ 158 juta. hasilnya adalah keuntungan pajak pendapatan bersih pada kuartal ketiga tahun fiskal 2008 sebesar $ 207 juta. perlakuan akuntansi yang berkaitan dengan manfaat pajak tertentu yang tidak diakui dari perusahaan yang diperoleh, termasuk macromedia, akan berubah ketika sfas 141r mulai berlaku. sfas 141r akan mulai berlaku pada kuartal pertama tahun fiskal 2010. pada saat",False
ADBE/2008/page_89.pdf-2,5,berapa persentase perubahan dalam kewajiban bruto untuk manfaat pajak yang tidak diakui selama 2008 dibandingkan dengan 2007?,-30.9%,"Context: tertentu yang tidak diakui dari perusahaan yang diperoleh, termasuk macromedia, akan berubah ketika sfas 141r mulai berlaku. sfas 141r akan mulai berlaku pada kuartal pertama tahun fiskal 2010. pada saat itu, perubahan dalam pengakuan atau pengukuran manfaat pajak yang tidak diakui ini akan dicatat melalui biaya pajak penghasilan, di mana saat ini perlakuan akuntansi akan mengharuskan setiap penyesuaian untuk diakui melalui harga pembelian sebagai penyesuaian terhadap goodwill. waktu penyelesaian pemeriksaan pajak penghasilan sangat tidak pasti dan jumlah yang dibayarkan akhirnya, jika ada, setelah menyelesaikan masalah yang dibangkitkan oleh otoritas perpajakan mungkin berbeda secara signifikan dari jumlah yang terakumulasi untuk setiap tahun. meskipun mungkin bahwa beberapa masalah dalam pemeriksaan dan pemeriksaan lainnya dapat diselesaikan dalam waktu 12 bulan ke depan, berdasarkan fakta dan keadaan saat ini, kita tidak dapat memperkirakan waktu penyelesaian tersebut atau rentang perubahan potensial karena berkaitan dengan manfaat pajak yang tidak diakui yang tercatat sebagai bagian dari laporan keuangan kita. kita tidak mengharapkan penyelesaian material pada tahun fiskal 2009 tapi itu inherently tidak pasti untuk menentukan..",False
DG/2005/page_44.pdf-2,0,berapa total biaya penurunan nilai yang tercatat dari tahun 2003 sampai 2005 dalam jutaan,5.8,"Question: berapa total biaya penurunan nilai yang tercatat dari tahun 2003 sampai 2005 dalam jutaan Evidence: the company also recorded impair- ment charges of approximately $ 0.6 million in 2005 and $ 0.2 million in each of 2004 and 2003 to reduce the carrying value of certain of its stores 2019 aset as deemed necessary due to negative penjualan trends and kas flows at these locations . the company recorded penurunan nilai charges of approximately $ 0.5 million and $ 0.6 million in 2004 and 2003 , respectively , and $ 4.7 million prior to 2003 to reduce the carrying value of its homerville , georgia dc ( which was sold in 2004 ) .",True
DG/2005/page_44.pdf-2,1,berapa total biaya penurunan nilai yang tercatat dari tahun 2003 sampai 2005 dalam jutaan,5.8,"Context: catatan laporan keuangan konsolidasi untuk tahun - tahun berakhir 3 februari 2006, 28 januari 2005, dan 30 januari 2004, keuntungan dan kerugian realitas bruto atas penjualan sekuritas yang tersedia untuk dijual tidak berlaku. biaya sekuritas yang dijual didasarkan pada metode identifikasi tertentu. persediaan barang - barang persediaan dinyatakan pada harga yang lebih rendah atau pasar dengan biaya ditentukan menggunakan metode ritel last - in, first - out ( 201clifo 201d ). biaya saat ini melebihi biaya lifo adalah sekitar $ 58 juta pada 3 februari 2006 dan $ 63 juta pada 28 januari 2005. biaya saat ini ditentukan menggunakan metode ritel pertama masuk, pertama keluar. cadangan lifo menurun sebesar $ 05 juta dan $ 02 juta pada tahun 2005 dan 2004 masing - masing, dan meningkat sebesar $ 07 juta pada tahun 2003. biaya yang berhubungan langsung dengan penyimpanan dan distribusi dikapitalisasi dalam persediaan. pada tahun 2005, perusahaan memperluas jumlah departemen - departemen penemu yang digunakan untuk perhitungan laba kotornya dari 10 menjadi 23. dampak perubahan perkiraan ini pada perusahaan 2019 hasil operasi 2005 konsolidasi",False
DG/2005/page_44.pdf-2,2,berapa total biaya penurunan nilai yang tercatat dari tahun 2003 sampai 2005 dalam jutaan,5.8,"Context: ##pitalisasi dalam persediaan. pada tahun 2005, perusahaan memperluas jumlah departemen - departemen penemu yang digunakan untuk perhitungan laba kotornya dari 10 menjadi 23. dampak perubahan perkiraan ini pada perusahaan 2019 hasil operasi 2005 konsolidasi adalah perkiraan penurunan laba kotor dan penurunan inventarisasi yang koresponden, dengan biaya $ 52 juta. biaya pra - bukaan toko biaya pra - bukaan yang terkait dengan pembukaan toko baru dan periode konstruksi yang dikeluarkan sebagaimana yang terjadi. properti dan peralatan properti dan peralatan dicatat dengan biaya. perusahaan menyediakan amortifikasi dan amortifikasi secara garis lurus selama jangka waktu yang diperkirakan berguna berikut :. land improvements : buildings, 20 : 39 - 40. land improvements : furniture fixtures and equipment, 20 : 3 - 10 perbaikan properti disewa diamortikan selama jangka waktu yang lebih pendek dari jangka waktu sewa yang berlaku atau jangka waktu kegunaan aset yang diperkirakan. nilai aset jangka panjang jika ada indikator nilai rendah, perusahaan mengevaluasi nilai buku aset jangka panjang, selain goodwill, sehubungan dengan kinerja operasi dan arus kas masa depan atau nilai",False
DG/2005/page_44.pdf-2,3,berapa total biaya penurunan nilai yang tercatat dari tahun 2003 sampai 2005 dalam jutaan,5.8,"Context: waktu kegunaan aset yang diperkirakan. nilai aset jangka panjang jika ada indikator nilai rendah, perusahaan mengevaluasi nilai buku aset jangka panjang, selain goodwill, sehubungan dengan kinerja operasi dan arus kas masa depan atau nilai nilai nilai aset yang mendasarinya. perusahaan dapat menyesuaikan nilai akuntansi bersih aset yang mendasari berdasarkan analisis arus kas tersebut dibandingkan dengan nilai akuntansi dan juga dapat mempertimbangkan nilai yang dinilai. aset yang akan dihapus disesuaikan dengan nilai wajar dikurangi biaya penjualan jika kurang dari nilai buku. perusahaan mencatat biaya penurunan nilai sekitar $ 05 juta dan $ 06 juta pada tahun 2004 dan 2003 masing - masing, dan $ 47 juta sebelum 2003 untuk mengurangi nilai buku homerville, georgia dc ( yang dijual pada tahun 2004 ). perusahaan juga mencatat biaya penurunan sekitar $ 06 juta pada tahun 2005 dan $ 02 juta pada masing - masing tahun 2004 dan 2003 untuk mengurangi nilai buku dari beberapa aset toko 2019nya sebagaimana dianggap perlu karena tren penjualan negatif dan arus kas di lokasi - lokasi ini. biaya ini termasuk dalam biaya sg & a. aset lain aset lain",False
DG/2005/page_44.pdf-2,4,berapa total biaya penurunan nilai yang tercatat dari tahun 2003 sampai 2005 dalam jutaan,5.8,"Context: 2003 untuk mengurangi nilai buku dari beberapa aset toko 2019nya sebagaimana dianggap perlu karena tren penjualan negatif dan arus kas di lokasi - lokasi ini. biaya ini termasuk dalam biaya sg & a. aset lain aset lain terdiri terutama dari investasi jangka panjang, biaya penerbitan utang yang diamortikan selama masa masa masa jabatan kewajiban terkait, deposito utilitas dan sekuritas, polis asuransi jiwa dan goodwill. vendor diskon perusahaan mencatat vendor diskon, terutama terdiri dari tunjangan toko baru, tunjangan pembelian volume dan tunjangan promosi, ketika direalisasikan. pengurangan tersebut dicatat sebagai pengurangan pembelian persediaan, dengan biaya, yang memiliki efek mengurangi biaya barang yang dijual, sebagaimana ditentukan oleh kelompok tugas emerging issues ( 201ceitf 201d ) no. 02 - 16, 201cakuntansi oleh pelanggan ( termasuk penjual ulang ) atas imbalan tertentu yang diterima dari penjual 201d. sewa sewa sewa sewa sewa sewa diakui selama masa sewa. perusahaan mencatat biaya sewa minimal secara garis lurus atas dasar, jangka waktu sewa non - kansel yang dimulai pada tanggal perusahaan mengambil kepemilikan fisik",False
DG/2005/page_44.pdf-2,5,berapa total biaya penurunan nilai yang tercatat dari tahun 2003 sampai 2005 dalam jutaan,5.8,"Context: 201d. sewa sewa sewa sewa sewa sewa diakui selama masa sewa. perusahaan mencatat biaya sewa minimal secara garis lurus atas dasar, jangka waktu sewa non - kansel yang dimulai pada tanggal perusahaan mengambil kepemilikan fisik properti dari pemilik rumah, yang biasanya mencakup periode sebelum pembukaan toko untuk melakukan perbaikan sewa yang diperlukan dan memasang perlengkapan toko. jika kontrak sewa mengandung eskalasi tetap yang ditentukan sebelumnya dari sewa minimum, perusahaan mengakui biaya sewa terkait secara garis lurus dan mencatat perbedaan antara biaya sewa yang diakui dan jumlah yang harus dibayarkan di bawah sewa sebagai sewa tertunda. perusahaan juga menerima tunjangan penyewa, yang tercatat dalam sewa insentif tertunda dan diamortir sebagai pengurangan biaya sewa selama jangka waktu sewa. setiap perbedaan antara biaya yang dihitung dan jumlah yang sebenarnya dibayarkan tercermin sebagai kewajiban dalam biaya yang terhitung dan lainnya dalam neraca konsolidasi dan jumlahnya sekitar $ 250 juta.",False
ALXN/2016/page_153.pdf-2,0,berapa jumlah pinjaman dalam fasilitas pinjaman jangka panjang sebagai persentase dari total masa jatuh tempo kontrak dari kewajiban utang jangka panjang yang jatuh tempo setelah 31 desember 2016?,114%,"Question: berapa jumlah pinjaman dalam fasilitas pinjaman jangka panjang sebagai persentase dari total masa jatuh tempo kontrak dari kewajiban utang jangka panjang yang jatuh tempo setelah 31 desember 2016? Evidence: 2017 the 2018 of $ 2014 is 150 ; 2017 the 2019 of $ 2014 is 175 ; 2017 the 2020 of $ 2014 is 2756 ; in connection with the acquisition of synageva in june 2015 , we borrowed $ 3500 under the term loan facility and $ 200 under the revolving facility , and we used our available kas for the remaining kas consideration . at december 31 , 2016 , we had $ 3081 outstanding on the term loan and zero outstanding on the revolving facility . the contractual maturities of our utang jangka panjang obligations due subsequent to december 31 , 2016 are as follows: .",True
ALXN/2016/page_153.pdf-2,1,berapa jumlah pinjaman dalam fasilitas pinjaman jangka panjang sebagai persentase dari total masa jatuh tempo kontrak dari kewajiban utang jangka panjang yang jatuh tempo setelah 31 desember 2016?,114%,"Context: alexion pharmaceuticals, inc. catatan laporan keuangan konsolidasi untuk tahun - tahun berakhir 31 desember 2016, 2015 dan 2014 ( jumlah dalam juta kecuali jumlah saham ) tergantung pada rasio leverage bersih konsolidasi kami ( sebagaimana dihitung sesuai dengan perjanjian kredit ). pada 31 desember 2016, suku bunga atas pinjaman yang belum dibayarkan kami di bawah perjanjian kredit adalah 252 % ( 252 % ). kewajiban kami di bawah fasilitas kredit dijamin oleh beberapa anak perusahaan asing dan domestik alexion 2019 dan dijamin dengan jaminan pada beberapa anak perusahaan alexion 2019 dan saham ekuitas 2019, dengan pengecualian tertentu. perjanjian kredit mengharuskan kita untuk mematuhi perjanjian keuangan tertentu setiap tiga bulan. di bawah perjanjian keuangan ini, kami diminta untuk menyerahkan kepada agen administrasi, tidak lebih dari 50 hari setelah setiap kuartal fiskal, laporan keuangan kuartal kami, dan dalam 5 hari setelahnya, sertifikat kepatuhan. pada bulan november 2016, kami memperoleh pembebasan dari pemberi pinjaman yang diperlukan untuk persyaratan ini dan tanggal jatuh tempo untuk pengiriman laporan keuangan dan sertifikat kepatuhan kuartal ketiga 2016 diperpanjang menjadi 18",False
ALXN/2016/page_153.pdf-2,2,berapa jumlah pinjaman dalam fasilitas pinjaman jangka panjang sebagai persentase dari total masa jatuh tempo kontrak dari kewajiban utang jangka panjang yang jatuh tempo setelah 31 desember 2016?,114%,"Context: 5 hari setelahnya, sertifikat kepatuhan. pada bulan november 2016, kami memperoleh pembebasan dari pemberi pinjaman yang diperlukan untuk persyaratan ini dan tanggal jatuh tempo untuk pengiriman laporan keuangan dan sertifikat kepatuhan kuartal ketiga 2016 diperpanjang menjadi 18 januari 2017. penerbitan laporan kuartal ketiga dalam formulir 10 - q di situs web kami pada tanggal 4 januari 2017 memenuhi perjanjian laporan keuangan, dan kami secara bersamaan memberikan sertifikat kepatuhan yang diperlukan, seperti yang diminta oleh pemberi pinjaman. selanjutnya, perjanjian kredit mencakup perjanjian negatif, dengan pengecualian, yang membatasi atau membatasi kemampuan kita dan kemampuan anak perusahaan kita untuk, antara lain, menimbulkan utang tambahan, memberikan jaminan, dan terlibat dalam transaksi investasi, akuisisi dan disposisi tertentu. perjanjian kredit juga berisi pernyataan dan jaminan adat, perjanjian yang menegaskan dan peristiwa default, termasuk kegagalan pembayaran, pelanggaran pernyataan dan jaminan, kegagalan perjanjian dan kegagalan silang. jika terjadi kegagalan, suku bunga akan meningkat dan agen administrasi akan berhak untuk mengambil berbagai tindakan, termasuk percepatan jumlah yang jatuh tempo dalam pinjaman. sehubungan dengan penutupan perjanjian kredit, kami membayar $ 45 dalam biaya pembiayaan",False
ALXN/2016/page_153.pdf-2,3,berapa jumlah pinjaman dalam fasilitas pinjaman jangka panjang sebagai persentase dari total masa jatuh tempo kontrak dari kewajiban utang jangka panjang yang jatuh tempo setelah 31 desember 2016?,114%,"Context: jika terjadi kegagalan, suku bunga akan meningkat dan agen administrasi akan berhak untuk mengambil berbagai tindakan, termasuk percepatan jumlah yang jatuh tempo dalam pinjaman. sehubungan dengan penutupan perjanjian kredit, kami membayar $ 45 dalam biaya pembiayaan yang diamortikan sebagai biaya bunga selama masa utang. biaya amortifikasi yang terkait dengan biaya pendanaan tertunda untuk tahun - tahun berakhir 31 desember 2016 dan 2015 masing - masing sebesar $ 10 dan $ 6. biaya amortifikasi yang terkait dengan biaya pendanaan tertunda untuk tahun berakhir 31 desember 2014 tidak materiil. sehubungan dengan akuisisi synageva pada juni 2015, kami meminjam $ 3500 di bawah fasilitas pinjaman jangka panjang dan $ 200 di bawah fasilitas berputar, dan kami menggunakan uang tunai yang tersedia untuk kontingen tunai yang tersisa. kami melakukan pembayaran utama sebesar $ 375 selama tahun berakhir 31 desember 2016. pada 31 desember 2016, kami memiliki $ 3081 yang tersisa pada pinjaman jangka panjang dan nol yang tersisa pada fasilitas berputar. pada 31 desember 2016, kami memiliki surat kredit terbuka sebesar $ 15, dan pinjaman yang tersedia di bawah fasilitas berputar adalah",False
ALXN/2016/page_153.pdf-2,4,berapa jumlah pinjaman dalam fasilitas pinjaman jangka panjang sebagai persentase dari total masa jatuh tempo kontrak dari kewajiban utang jangka panjang yang jatuh tempo setelah 31 desember 2016?,114%,"Context: $ 3081 yang tersisa pada pinjaman jangka panjang dan nol yang tersisa pada fasilitas berputar. pada 31 desember 2016, kami memiliki surat kredit terbuka sebesar $ 15, dan pinjaman yang tersedia di bawah fasilitas berputar adalah $ 485. nilai wajar utang jangka panjang kita, yang diukur menggunakan input tingkat 2, mendekati nilai buku. masa jatuh tempo kontraktual kewajiban utang jangka panjang kami yang jatuh tempo setelah 31 desember 2016 adalah sebagai berikut :. 2017 : 2018, $ 2014 : 150. 2017 : 2019, $ 2014 : 175. 2017 : 2020, $ 2014 : 2756 berdasarkan niat dan kemampuan kami untuk melakukan pembayaran selama 2017, kami memasukkan $ 175 dalam kewajiban saat ini pada neraca konsolidasi kami pada 31 desember 2016, tanpa biaya pendanaan tertunda saat ini. 9. pelanggaran sewa fasilitas new haven pelanggaran sewa fasilitas november 2012, kami menandatangani perjanjian sewa untuk ruang kantor dan laboratorium yang akan dibangun di new haven, connecticut. istilah sewa dimulai pada tahun 2015 dan akan berakhir pada tahun 2030, dengan opsi perpanjangan 10 tahun.",False
ALXN/2016/page_153.pdf-2,5,berapa jumlah pinjaman dalam fasilitas pinjaman jangka panjang sebagai persentase dari total masa jatuh tempo kontrak dari kewajiban utang jangka panjang yang jatuh tempo setelah 31 desember 2016?,114%,"Context: kami menandatangani perjanjian sewa untuk ruang kantor dan laboratorium yang akan dibangun di new haven, connecticut. istilah sewa dimulai pada tahun 2015 dan akan berakhir pada tahun 2030, dengan opsi perpanjangan 10 tahun. meskipun kami tidak memiliki fasilitas secara hukum, kami dianggap sebagai pemilik bangunan karena perbaikan substansial yang dibiayai secara langsung oleh kami selama periode konstruksi berdasarkan pedoman akuntansi yang berlaku untuk sewa konstruksi. oleh karena itu, biaya pemilik rumah 2019s untuk membangun fasilitas selama periode konstruksi diminta untuk dikapitalkan, sebagai transaksi non - uang, diimbangi oleh kewajiban sewa fasilitas yang sesuai dalam neraca konsolidasi kami. pembangunan fasilitas baru selesai dan gedung tersebut dimasukkan ke dalam layanan pada kuartal pertama 2016. suku bunga yang ditaksir pada kewajiban sewa fasilitas ini pada 31 desember 2016 adalah sekitar 11 % ( 11 % ). untuk tahun berakhir 31 desember 2016 dan 2015, kami mengakui biaya bunga yang terkait dengan pengaturan ini masing - masing $ 14 dan $ 5. pada 31 desember 2016 dan 2015, total kewajiban sewa fasilitas kami masing - masing $ 136 dan $ 133",False
ALXN/2016/page_153.pdf-2,6,berapa jumlah pinjaman dalam fasilitas pinjaman jangka panjang sebagai persentase dari total masa jatuh tempo kontrak dari kewajiban utang jangka panjang yang jatuh tempo setelah 31 desember 2016?,114%,"Context: 2015, kami mengakui biaya bunga yang terkait dengan pengaturan ini masing - masing $ 14 dan $ 5. pada 31 desember 2016 dan 2015, total kewajiban sewa fasilitas kami masing - masing $ 136 dan $ 133, tercatat dalam kewajiban arus lainnya dan kewajiban sewa fasilitas di neraca konsolidasi kami..",False
UNP/2015/page_56.pdf-1,0,pada tahun 2015 berapa persen dari total pendapatan operasi yang terkait dengan produk pertanian,16.4%,Question: pada tahun 2015 berapa persen dari total pendapatan operasi yang terkait dengan produk pertanian Evidence: millions the total operating revenues of 2015 is $ 21813 ; the total operating revenues of 2014 is $ 23988 ; the total operating revenues of 2013 is $ 21963 ; millions the agricultural products of 2015 is $ 3581 ; the agricultural products of 2014 is $ 3777 ; the agricultural products of 2013 is $ 3276 ;,True
UNP/2015/page_56.pdf-1,1,pada tahun 2015 berapa persen dari total pendapatan operasi yang terkait dengan produk pertanian,16.4%,"Context: mencatat pada laporan keuangan konsolidasi union pacific corporation dan anak perusahaan untuk tujuan laporan ini, kecuali konteks yang menghendaki sebaliknya, semua referensi di sini ke 201cpp 201d, 201cpp 201d, 201cpp 201d, 201cwe 201d, 201cus 201d, dan 201cour 201d berarti union pacific corporation dan anak perusahaannya, termasuk union pacific railroad company, yang akan disebut secara terpisah di sini sebagai 201cpp 201d atau 201crailroad 201d. 1. sifat operasi operasi dan segmentasi 2013 kami adalah kereta api kelas i yang beroperasi di as jaringan kami mencakup 32084 mil rute, menghubungkan pantai pasifik dan pelabuhan pantai teluk dengan midwest dan timur as. gerbang dan menyediakan beberapa koridor untuk gerbang utama meksiko. kami memiliki 26064 mil dan beroperasi di sisanya sesuai dengan hak pelacakan atau sewa. kami melayani dua pertiga barat negara dan menjaga jadwal terkoordinasi dengan operator kereta api lainnya untuk menangani kargo ke dan dari pantai atlantik, pantai pasifik, tenggara, barat daya, kanada",False
UNP/2015/page_56.pdf-1,2,pada tahun 2015 berapa persen dari total pendapatan operasi yang terkait dengan produk pertanian,16.4%,"Context: hak pelacakan atau sewa. kami melayani dua pertiga barat negara dan menjaga jadwal terkoordinasi dengan operator kereta api lainnya untuk menangani kargo ke dan dari pantai atlantik, pantai pasifik, tenggara, barat daya, kanada, dan meksiko. lalu lintas ekspor dan impor dipindahkan melalui pantai teluk dan pelabuhan pantai pasifik dan melintasi perbatasan meksiko dan kanada. kereta api, bersama dengan anak perusahaannya dan afiliasi kereta api, adalah satu - satunya segmen operasi yang harus dilaporkan. meskipun kita menyediakan dan menganalisis pendapatan menurut kelompok komoditas, kita memperlakukan hasil keuangan rel sebagai satu segmen karena sifat terintegrasi jaringan rel kami. tabel berikut menunjukkan pendapatan barang menurut kelompok komoditas :. millions : agricultural products, 2015 : $ 3581, 2014 : $ 3777, 2013 : $ 3276. millions : automotive, 2015 : 2154, 2014 : 2103, 2013 : 2077. millions : chemicals, 2015 : 3543, 2014 : 3664, 2013 : 3501. millions : coal,",False
UNP/2015/page_56.pdf-1,3,pada tahun 2015 berapa persen dari total pendapatan operasi yang terkait dengan produk pertanian,16.4%,"Context: ##4, 2014 : 2103, 2013 : 2077. millions : chemicals, 2015 : 3543, 2014 : 3664, 2013 : 3501. millions : coal, 2015 : 3237, 2014 : 4127, 2013 : 3978. millions : industrial products, 2015 : 3808, 2014 : 4400, 2013 : 3822. millions : intermodal, 2015 : 4074, 2014 : 4489, 2013 : 4030. millions : total freight revenues, 2015 : $ 20397, 2014 : $ 22560, 2013 : $ 20684. millions : other revenues, 2015 : 1416, 2014 : 1428, 2013 : 1279. millions : total operating revenues, 2015 : $ 21813, 2014 : $ 23988, 2013 : $ 21963 meskipun pendapatan kami terutama berasal dari pelanggan yang berdomisili di as, titik asal atau tujuan akhir untuk beberapa",False
UNP/2015/page_56.pdf-1,4,pada tahun 2015 berapa persen dari total pendapatan operasi yang terkait dengan produk pertanian,16.4%,"Context: ##enues, 2015 : $ 21813, 2014 : $ 23988, 2013 : $ 21963 meskipun pendapatan kami terutama berasal dari pelanggan yang berdomisili di as, titik asal atau tujuan akhir untuk beberapa produk yang kami angkut berada di luar as. setiap kelompok komoditas kami termasuk pendapatan dari pengiriman ke dan dari meksiko. termasuk dalam tabel di atas adalah pendapatan kargo dari bisnis meksiko kami yang mencapai $ 22 miliar pada tahun 2015, $ 23 miliar pada tahun 2014, dan $ 21 miliar pada tahun 2013. dasar presentasi 2013 laporan keuangan konsolidasi disajikan sesuai dengan prinsip akuntansi yang umumnya diterima di as. ( gaap ) sebagaimana dikodifikasi dalam lembaga standar akuntansi keuangan ( fasb ) jumlah periode sebelumnya dalam laporan arus kas dan catatan kaki pajak penghasilan telah digabungkan atau dipadukan lebih lanjut untuk sesuai dengan presentasi keuangan periode saat ini. 2. kebijakan akuntansi penting prinsip konsolidasi 2013 laporan keuangan konsolidasi mencakup rekening union pacific corporation dan semua anak perusahaannya. investasi dalam perusahaan afiliasi ( 20 % ( 20 % ) hingga 50 % ( 50 % ) dimiliki ) dihitung",False
UNP/2015/page_56.pdf-1,5,pada tahun 2015 berapa persen dari total pendapatan operasi yang terkait dengan produk pertanian,16.4%,"Context: kebijakan akuntansi penting prinsip konsolidasi 2013 laporan keuangan konsolidasi mencakup rekening union pacific corporation dan semua anak perusahaannya. investasi dalam perusahaan afiliasi ( 20 % ( 20 % ) hingga 50 % ( 50 % ) dimiliki ) dihitung menggunakan metode akuntansi ekuitas. semua transaksi antar perusahaan dihilangkan. saat ini kami memiliki tidak kurang dari investasi mayoritas yang membutuhkan konsolidasi di bawah persyaratan entitas bermata uang variabel. uang tunai dan uang tunai setara 2013 uang tunai setara terdiri dari investasi dengan masa jatuh tempo awal tiga bulan atau kurang. rekening receivable 2013 rekening receivable mencakup receivables dikurangi dengan izin untuk rekening yang meragukan. peruntukan didasarkan pada kerugian historis, nilai kredit pelanggan, dan arus.",False
C/2009/page_45.pdf-1,0,berapa persen dari pendapatan bunga bersih di mana total biaya operasi pada tahun 2009?,28%,Question: berapa persen dari pendapatan bunga bersih di mana total biaya operasi pada tahun 2009? Evidence: in millions of dollars the net interest pendapatan of 2009 is $ 3173 ; the net interest pendapatan of 2008 is $ 3332 ; the net interest pendapatan of 2007 is $ 2723 ; the net interest pendapatan of % ( % ) change 2009 vs . 2008 is ( 5 ) % ( % ) ; the net interest pendapatan of % ( % ) change 2008 vs . 2007 is 22% ( 22 % ) ; in millions of dollars the total beban operasional of 2009 is $ 896 ; the total beban operasional of 2008 is $ 988 ; the total beban operasional of 2007 is $ 1070 ; the total beban operasional of % ( % ) change 2009 vs . 2008 is ( 9 ) % ( % ) ; the total beban operasional of % ( % ) change 2008 vs . 2007 is ( 8 ) % ( % ) ;,True
C/2009/page_45.pdf-1,1,berapa persen dari pendapatan bunga bersih di mana total biaya operasi pada tahun 2009?,28%,"Context: "" special aset pool "" ( sap ) yang merupakan sekitar 28 % ( 28 % ) dari saham warga negara berdasarkan aset pada 31 desember 2009, adalah portofolio sekuritas, pinjaman dan aset lain yang berniat untuk secara aktif dikurangi dari waktu ke waktu melalui penjualan aset dan pengisian portofolio. pada 31 desember 2009, sap memiliki aset $ 154 miliar. aset sap menurun sebesar $ 197 miliar atau 56 % ( 56 % ) dari tingkat puncak pada tahun 2007 yang mencerminkan penurunan kumulatif, penjualan aset dan penghentian portofolio. aset telah berkurang sebesar $ 87 miliar dari tingkat tahun lalu. sekitar 60 % ( 60 % ) dari aset sap sekarang dihitung berdasarkan akkularitas, yang telah membantu mengurangi volatilitas pendapatan. dalam jutaan dolar 2009 2008 2007 % ( % ) perubahan 2009 vs. 2008 % ( % ) perubahan 2008 vs. 2007. in millions of dollars : net interest pendapatan, 2009 : $ 3173, 2008 : $ 3332, 2007 : $ 2723, % ( % ) change 2009 vs. 2008 :",False
C/2009/page_45.pdf-1,2,berapa persen dari pendapatan bunga bersih di mana total biaya operasi pada tahun 2009?,28%,"Context: in millions of dollars : net interest pendapatan, 2009 : $ 3173, 2008 : $ 3332, 2007 : $ 2723, % ( % ) change 2009 vs. 2008 : ( 5 ) % ( % ), % ( % ) change 2008 vs. 2007 : 22 % ( 22 % ). in millions of dollars : non - interest pendapatan, 2009 : - 6855 ( 6855 ), 2008 : - 42906 ( 42906 ), 2007 : - 20619 ( 20619 ), % ( % ) change 2009 vs. 2008 : 84, % ( % ) change 2008 vs. 2007 : nm. in millions of dollars : revenues net of beban bunga, 2009 : $ - 3682 ( 3682 ), 2008 : $ - 39574 ( 39574 ), 2007 : $ - 17896 ( 17896 ), % ( % ) change 2009 vs. 2008 : 91 % ( 91 %",False
